5243	Risk factors and secondary care utilisation in a primary care population with non-tuberculous mycobacterial disease in the UK	30368738	European Journal of Clinical Microbiology and Infectious Diseases
5244	Healthy behavioral choices and cancer screening in persons living with HIV/AIDS are different by sex and years since HIV diagnosis	30739240	Cancer Causes and Control
5245	Impact of previous antibiotic therapy on outcome of Gram-negative severe sepsis	21499086	Critical Care Medicine
5246	Neonatal health of infants born to mothers with asthma	23916153	Journal of Allergy and Clinical Immunology
5247	Vaccines and the risk of multiple sclerosis and other central nervous system demyelinating diseases	25329096	JAMA Neurol
5248	Self-Reported Adherence to Trifluridine and Tipiracil Hydrochloride for Metastatic Colorectal Cancer: A Retrospective Cohort Study	27513940	Oncology
5249	Factors associated with hospitalization for community-acquired pneumonia in home health care patients in Taiwan	30877643	Aging Clinical and Experimental Research
5250	A retrospective study of opioid prescribing patterns at hospital discharge in surgical patients with obstructive sleep apnea	29777388	Canadian Journal of Anaesthesia
5251	Healthcare Claims Data: An Underutilized Tool for Pediatric Outpatient Antimicrobial Stewardship	28329388	Clinical Infectious Diseases
5252	Decisional practices and patterns of intraoperative glucose management in an academic medical center	27290979	Journal of Clinical Anesthesia
5253	Suprachoroidal hemorrhage in pars plana vitrectomy: risk factors and outcomes over 10 years	23870800	Ophthalmology
5254	Variability in use of voiding cystourethrogram during initial evaluation of infants with congenital hydronephrosis	24397941	Urology
5255	Prasugrel Use in Real Life: A Report From the Outpatient Setting in France	27299993	Clinical Cardiology
5256	Prevalence of multimorbidity according to the deprivation level among the elderly in the Basque Country	24088559	BMC Public Health
5257	Desmopressin for the prevention of bleeding in percutaneous kidney biopsy: efficacy and hyponatremia	31028561	International Urology and Nephrology
5258	Lack of gender disparities in emergency department triage of acute stroke patients	25671042	Western Journal of Emergency Medicine
5259	Clinical and economic outcomes of ProGlide compared with surgical repair of large bore arterial access	31670598	J Comp Eff Res
5260	Factors associated with recruitment, surveillance participation, and retention in an observational study of pregnant women and influenza	31068160	BMC Pregnancy and Childbirth
5261	Developing a framework for the ethical design and conduct of pragmatic trials in healthcare: a mixed methods research protocol	30261933	Trials
5262	Risk of death following admission to a UK hospital with diabetic ketoacidosis	27397023	Diabetologia
5263	Intubation of Profoundly Agitated Patients Treated with Prehospital Ketamine	27640730	Prehospital and Disaster Medicine
5264	Role of immunosuppression in post-endoscopic retrograde cholangiopancreatography pancreatitis after liver transplantation: a retrospective analysis	24115362	Liver Transplantation
5265	Unrecognized Cardiac Amyloidosis at the Time of Mitral Valve Surgery: Incidence and Outcomes	31163449	Cardiology
5266	Retrospective cohort study comparing the risk of severe hepatotoxicity in hospitalized patients treated with echinocandins for invasive candidiasis in the presence of confounding by indication	30157797	BMC Infectious Diseases
5267	The Hepatitis C Virus Care Continuum: Linkage to Hepatitis C Virus Care and Treatment Among Patients at an Urban Health Network, Philadelphia, PA	30633811	Hepatology
5268	Treatment patterns, clinical outcomes, health resource utilization, and cost in patients with BRCA-mutated metastatic breast cancer treated in community oncology settings	30785027	Cancer Treat Res Commun
5269	Detecting Atrial Fibrillation in the Emergency Department in Patients with Cardiac Implantable Electronic Devices	31506197	Journal of Emergency Medicine
5270	Metabolic syndrome and risk of ovarian and fallopian tube cancer in the United States: An analysis of linked SEER-Medicare data	31495456	Gynecologic Oncology
5271	Clinical Experience with Daptomycin in Pediatrics	27870104	Pharmacotherapy
5272	Impact of a multifactorial treatment programme on clinical outcomes and cardiovascular risk estimates: a retrospective cohort study from a specialised diabetes centre in Denmark	29550776	BMJ Open
5273	Multidetector-row CT of tumour-bowel fistula: Experience at a tertiary cancer centre	24290835	Clinical Radiology
5274	Stroke and Helicopter Emergency Medical Service Transports: An Analysis of 25,332 Patients	26611222	Air Medical Journal
5275	Seasonality of acute otitis media and the role of respiratory viral activity in children	23249910	Pediatric Infectious Disease Journal
5276	The Effect of Utilization Review on Emergency Department Operations	28559030	Annals of Emergency Medicine
5277	Association of Low Vitamin D Levels With Noninfectious Anterior Uveitis	28006052	JAMA Ophthalmol
5278	A retrospective study using the pressure ulcer scale for healing (PUSH) tool to examine factors affecting stage II pressure ulcer healing in a Korean acute care hospital	25211606	Ostomy/Wound Management
5279	Food Insecurity, Food "Deserts," and Glycemic Control in Patients With Diabetes: A Longitudinal Analysis	29555650	Diabetes Care
5280	Role of intravenous levetiracetam for acute seizure management in preterm neonates	23921284	Pediatric Neurology
5281	Do repeat ultrasounds affect orchiectomy rate in patients with testicular torsion treated at a pediatric institution?	30704855	Journal of Pediatric Urology
5282	Maternal and Infant Health Care Costs Related to Preeclampsia	31764733	Obstetrics and Gynecology
5283	Developing and Implementing Major League Baseball's Health and Injury Tracking System	26874305	American Journal of Epidemiology
5284	The economic impact of asthma treatment on patients, 2014-2017: The Vietnamese experience from a public hospital	31369528	Journal of the Pakistan Medical Association
5285	Evolving landscape of stroke prevention in atrial fibrillation within the UK between 2012 and 2016: a cross-sectional analysis study using CPRD	28951401	BMJ Open
5286	Factors Associated with Streptococcal Bacteremia in Diarrheal Children under Five Years of Age and Their Outcome in an Urban Hospital in Bangladesh	27135829	PloS One
5287	Estimating cardiovascular disease incidence from prevalence: a spreadsheet based model	28114890	BMC Medical Research Methodology
5288	Prescribing Patterns of Proprotein Convertase Subtilisin-Kexin Type 9 Inhibitors in Eligible Patients With Clinical Atherosclerotic Cardiovascular Disease or Heterozygous Familial Hypercholesterolemia	29548678	American Journal of Cardiology
5289	Comparison of Prescribing Practices with Direct Acting Oral Anticoagulant Protocols	28887621	American Journal of Cardiovascular Drugs
5290	Hypoglycemia adverse events in PICUs and cardiac ICUs: differentiating preventable and nonpreventable events*	23863820	Pediatric Critical Care Medicine
5291	Maternal prepregnancy obesity and insulin treatment during pregnancy are independently associated with delayed lactogenesis in women with recent gestational diabetes mellitus	24196401	American Journal of Clinical Nutrition
5292	The hepatitis C cascade of care among HIV infected patients: a call to address ongoing barriers to care	25036553	PloS One
5293	Economic implications of endovenous great saphenous ablation in a public health care system	29602759	J Vasc Surg Venous Lymphat Disord
5294	Pharmacist-Delivered Comprehensive Medication Management Within Family Medicine Practices An Evaluation of the SCRIPT Project	30215820	Family Medicine
5295	Cost and Visit Duration of Same-Day Access at an Academic Ophthalmology Department vs Emergency Department	31021382	JAMA Ophthalmol
5296	Impact of time to treatment intensification on glycemic goal attainment among patients with type 2 diabetes failing metformin monotherapy	25104238	Journal of Diabetes and Its Complications
5297	One Year Clinical Correlates of EtG Positive Urine Screening in Alcohol-Dependent Patients: A Survival Analysis	28340031	Alcohol and Alcoholism
5298	Demographic, Operational, and Healthcare Utilization Factors Associated with Emergency Department Patient Satisfaction	26265963	Western Journal of Emergency Medicine
5299	Validation and Extension of the Ventral Hernia Repair Cost Prediction Model	31288184	Journal of Surgical Research
5300	General Anaesthesia Protocols for Patients Undergoing Electroconvulsive Therapy: Retrospective analysis of 504 sessions over a five-year period at a tertiary care hospital in Oman	28417028	Sultan Qaboos University Medical Journal
5301	Genotyping Informatics and Quality Control for 100,000 Subjects in the Genetic Epidemiology Research on Adult Health and Aging (GERA) Cohort	26092718	Genetics
5302	Multiple chronic conditions in type 2 diabetes mellitus: prevalence and consequences	25880265	American Journal of Managed Care
5303	Outcomes with porcine acellular dermal matrix versus synthetic mesh and suture in complicated open ventral hernia repair	25215466	Surgical Infections
5304	Effect of multiple drug resistance on total medical costs among patients with intra-abdominal infections in China	29590138	PloS One
5305	Budd-Chiari syndrome: a single-center experience	25473178	World Journal of Gastroenterology
5306	Characteristics and resource utilization of patients presenting to the ED from mass gathering events	29122373	American Journal of Emergency Medicine
5307	Comparison of Venous Thrombosis Complications in Midlines Versus Peripherally Inserted Central Catheters: Are Midlines the Safer Option?	30909723	Clinical and Applied Thrombosis/Hemostasis
5308	The impact of age and comorbidities on practice patterns and outcomes in patients with relapsed/refractory multiple myeloma in the era of novel therapies	29056336	Journal of Geriatric Oncology
5309	Early Term Delivery and Breastfeeding Outcomes	31218609	Matern Child Health J
5310	Demographic and clinical factors associated with different antidepressant treatments: a retrospective cohort study design in a UK psychiatric healthcare setting	30185574	BMJ Open
5311	Comparative Effectiveness of Antibiotic Prophylaxis in Cataract Surgery	26459998	Ophthalmology
5312	Utilization of agents to prevent skeletal-related events among patients with multiple myeloma: analysis of real-world data	29063388	Supportive Care in Cancer
5313	Perioperative and Late Outcomes after Endovascular Treatment for Isolated Iliac Artery Aneurysms	28479466	Annals of Vascular Surgery
5314	Incidence of reduced chemotherapy relative dose intensity among women with early stage breast cancer in US clinical practice	22270932	Breast Cancer Research and Treatment
5315	Operative complications and economic outcomes of cholecystectomy for acute cholecystitis	31908395	World Journal of Gastroenterology
5316	Microhematuria in Postmenopausal Women: Adherence to Guidelines in a Tertiary Care Setting	26523879	Journal of Urology
5317	Adherence to prescription opioid monitoring guidelines among residents and attending physicians in the primary care setting	25529863	Pain Medicine
5318	ED triage pain protocol reduces time to receiving analgesics in patients with painful conditions	27663766	American Journal of Emergency Medicine
5319	The impact of health information technologies on quality improvement methodologies' efficiency, throughput and financial outcomes: a retrospective observational study	27919250	BMC Medical Informatics and Decision Making
5320	Antidementia medication use by aged care facility residents with dementia	30907450	International Journal of Geriatric Psychiatry
5321	Statin use improves limb salvage after intervention for peripheral arterial disease	30718113	Journal of Vascular Surgery
5322	Economic burden, work, and school productivity in individuals with tuberous sclerosis and their families	29890870	Journal of Medical Economics
5323	Reliable Pregnancy Testing Before Intravenous Cyclophosphamide: A Quality Improvement Study	27940668	Pediatrics
5324	Reduction of Laboratory Utilization in the Intensive Care Unit	27251106	Journal of Intensive Care Medicine
5325	[Quality control of oral anticoagulant therapy in Primary Care in Madrid City, Spain: CHRONOS-TAO study]	25433789	Medicina Clínica
5326	Location of civilian ballistic femoral fracture indicates likelihood of arterial injury	25002411	Injury
5327	Multimorbidity of cardiometabolic diseases: prevalence and risk for mortality from one million Chinese adults in a longitudinal cohort study	30833320	BMJ Open
5328	Relationship Between Comorbidities and Employment Among Veterans with Spinal Cord Injury	29434460	Top Spinal Cord Inj Rehabil
5329	Factors predicting recurrence in patients with grade III glial tumors: impact of adjuvant temozolomide on recurrence	25536613	Journal of BUON
5330	The Health and economic effects of light rail lines: design, methods, and protocol for a natural experiment	30770737	BMC Public Health
5331	Frequency of Cannabis Use Among Primary Care Patients in Washington State	29180554	Journal of the American Board of Family Medicine
5332	Prenatal antidepressant use and risk of attention-deficit/hyperactivity disorder in offspring: population based cohort study	28566274	BMJ
5333	Medical students as health educators at a student-run free clinic: improving the clinical outcomes of diabetic patients	24556762	Academic Medicine
5334	Metabolic outcomes of elderly patient populations initiating exenatide BID versus insulin glargine in an ambulatory care setting	22519390	Current Medical Research and Opinion
5335	Antithrombotic Therapy and Direct Medical Costs in Patients with Acute Coronary Syndrome in Shanghai, China	27881268	Value Health Reg Issues
5336	Subsequent Pulse Generator Replacement Surgery Does Not Increase the Infection Rate in Patients With Deep Brain Stimulator Systems: A Review of 1537 Unique Implants at a Single Center	28466562	Neuromodulation
5337	Prevalence of- and risk factors for work disability in Dutch patients with inflammatory bowel disease	29290654	World Journal of Gastroenterology
5338	A nested case-control study on the risk factors of deep vein thrombosis for Chinese after total joint arthroplasty	31234861	Journal of Orthopaedic Surgery and Research
5339	Socio-demographic Profile and Economic Burden of Treatment of Transfusion Dependent Thalassemia	29119463	Indian Journal of Pediatrics
5340	Ivor Lewis minimally invasive esophagectomy for esophageal cancer: An excellent operation that improves with experience	30459111	Journal of Thoracic and Cardiovascular Surgery
5341	Predictors of severe relapse in pregnant women with psychotic or bipolar disorders	30015264	Journal of Psychiatric Research
5342	Neighbourhood socioeconomic disadvantage, risk factors, and diabetes from childhood to middle age in the Young Finns Study: a cohort study	30030110	Lancet Public Health
5343	Effects of Gambisan in overweight adults and adults with obesity: A retrospective chart review	31764835	Medicine (Baltimore)
5344	Analgesic Drug Prescription After Carpal Tunnel Surgery: A Pharmacoepidemiological Study Investigating Postoperative Pain	29099415	Regional Anesthesia and Pain Medicine
5345	The Effect of Preoperative Physical Status on Pain Management in Total Knee Arthroplasty Patients Receiving Adductor Canal Blockade	29121695	Surgical Technology International
5346	Metformin use and health care utilization in patients with coexisting chronic obstructive pulmonary disease and diabetes mellitus	29551895	International Journal of Chronic Obstructive Pulmonary Disease
5347	Impact of Clostridium difficile recurrence on hospital readmissions	25690876	American Journal of Infection Control
5348	Decreased Nursing Staffing Adversely Affects Emergency Department Throughput Metrics	29760847	Western Journal of Emergency Medicine
5349	Association Between Postoperative Pneumonia and 90-Day Episode Payments and Outcomes Among Medicare Beneficiaries Undergoing Cardiac Surgery	30354549	Circulation: Cardiovascular Quality and Outcomes
5350	Outcomes Associated With Stage 1 Pressure Injuries: A Retrospective Cohort Study	30385538	American Journal of Critical Care
5351	Evaluation of medication dosing errors in¬†elderly patients with renal impairment‚Ä©	29882509	International Journal of Clinical Pharmacology and Therapeutics
5352	Comorbidity network for chronic disease: A novel approach to understand type 2 diabetes progression	29779710	International Journal of Medical Informatics
5353	Communication about diabetes risk factors during between-visit encounters	23286610	American Journal of Managed Care
5354	Urinary concentrations of bisphenol A, parabens and phthalate metabolite mixtures in relation to reproductive success among women undergoing in vitro fertilization	30826614	Environment International
5355	Effectiveness of cyanoacrylate microbial sealant in the reduction of surgical site infection in gynecologic oncology procedures: A phase III single institution prospective randomized trial	27836205	Gynecologic Oncology
5356	Lower residual renal function is a risk factor for depression and impaired health-related quality of life in Korean peritoneal dialysis patients	22219616	Journal of Korean Medical Science
5357	Association between affective disorders presenting before and during pregnancy and pre-term birth, considering socio-demographic factors, obstetric factors, health conditions, and use of medication	30454957	Atencion Primaria
5358	Use of azilsartan medoxomil in the primary-care setting in Germany: A real-world evidence study‚Ä©	30848243	International Journal of Clinical Pharmacology and Therapeutics
5359	Incidence of Obstetric Anal Sphincter Injuries After Training to Protect the Perineum	29474285	Female Pelvic Medicine & Reconstructive Surgery
5360	Predictive risk score for unplanned 30-day rehospitalizations in the French universal health care system based on a medico-administrative database	30861004	PloS One
5361	A 10-Year Analysis of 3693 Craniotomies during a Transition to Multidisciplinary Teams, Protocols, and Pathways	31926568	Perm J
5362	Four-Year Experience With Extracorporeal Membrane Oxygenation for Kidney Transplant Patients With Severe Refractory Cardiopulmonary Insufficiency	27569948	Transplantation Proceedings
5363	The Effects of Ultraviolet C Irradiation in the Treatment of Chronic Wounds: A Retrospective, Descriptive Study	31373559	Wound Manag Prev
5364	Pattern of skin diseases in a university hospital in Jeddah, Saudi Arabia: age and sex distribution	30712047	Annals of Saudi Medicine
5365	Clinical Association Between Brain MRI Findings With Epidural Blood Patch in Spontaneous Intracranial Hypotension	26649768	Journal of Neurosurgical Anesthesiology
5366	Impact of presenting rhythm on short- and long-term neurologic outcome in comatose survivors of cardiac arrest treated with therapeutic hypothermia	25014063	Critical Care Medicine
5367	Long-term, patient-centered outcomes of lower-extremity vascular trauma	29787549	J Trauma Acute Care Surg
5368	Impact of socioeconomic deprivation on screening for cardiovascular disease risk in a primary prevention population: a cross-sectional study	27000783	BMJ Open
5369	Evaluation of cardiomyopathy in acute myeloid leukemia patients treated with anthracyclines	31500517	Journal of Oncology Pharmacy Practice
5370	Development of Machine Learning Algorithms for Prediction of Sustained Postoperative Opioid Prescriptions After Total Hip Arthroplasty	31327647	Journal of Arthroplasty
5371	Current Experience and Midterm Follow-up of Immediate-Access Arteriovenous Grafts	30012446	Annals of Vascular Surgery
5372	The connection between nursing diagnosis and the use of healthcare resources	28501464	Enfermeria Clinica
5373	Reducing antibiotic prescribing in primary care in England from 2014 to 2017: population-based cohort study	31289049	BMJ Open
5374	Longitudinal Analysis of Racial/Ethnic Trends in Quality Outcomes in Community Health Centers, 2009-2014	29453528	Journal of General Internal Medicine
5375	Mixed-methods feasibility study of blood pressure self-screening for hypertension detection	31147366	BMJ Open
5376	The prevalence and etiology of extreme hypertriglyceridemia in children: Data from a tertiary children's hospital	29454679	Journal of Clinical Lipidology
5377	Treatment Patterns and Clinical Outcomes in Patients With Metastatic Gastroenteropancreatic Neuroendocrine Tumors Treated in the Community Practice Setting in the United States	29206668	Pancreas
5378	Association of hospital myocardial infarction volume with adherence to American College of Cardiology/American Heart Association performance measures: Insights from the National Cardiovascular Data Registry	27502856	American Heart Journal
5379	Vitamin-D Toxicity And Other Non-Malignant Causes Of Hypercalcemia: A Retrospective Study At A Tertiary Care Hospital In Pakistan	29076678	Journal of Ayub Medical College, Abbottabad
5380	Medication adherence, molecular monitoring, and clinical outcomes in patients with chronic myelogenous leukemia in a large HMO	28259737	Journal of the American Pharmacists Association
5381	Association between urinary community-acquired fluoroquinolone-resistant Escherichia coli and neighbourhood antibiotic consumption: a population-based case-control study	30846277	Lancet Infectious Diseases
5382	Secondhand smoke and atrial fibrillation: Data from the Health eHeart Study	26340844	Heart Rhythm
5383	Adherence to laboratory test requests by patients with diabetes: the Diabetes Study of Northern California (DISTANCE)	21718081	American Journal of Managed Care
5384	Communication of Vital Signs at Emergency Department Handoff: Opportunities for Improvement	25805116	Annals of Emergency Medicine
5385	Corrected QT Interval Prolongation in Hospitalized Pediatric Patients Receiving Methadone	29894447	Pediatric Critical Care Medicine
5386	The Effect of a Statewide Mandatory Prescription Drug Monitoring Program on Opioid Prescribing by Emergency Medicine Providers Across 15 Hospitals in a Single Health System	29241835	Journal of Pain
5387	Determining the Prevalence and Costs of Unnecessary Referrals in Adolescent Idiopathic Scoliosis	31413675	Iowa Orthopaedic Journal
5388	Socioeconomic status and allied health use: Among patients in an academic family health team	27536742	Canadian Family Physician
5389	Exome Sequencing-Based Screening for BRCA1/2 Expected Pathogenic Variants Among Adult Biobank Participants	30646163	JAMA Netw Open
5390	Association Between Obstetric Provider's Advice and Gestational Weight Gain	29450794	Matern Child Health J
5391	Tramadol use is associated with enhanced postoperative outcomes in breast cancer patients: a retrospective clinical study with in¬†vitro confirmation	31591020	British Journal of Anaesthesia
5392	Impact of the Opioid Safety Initiative on opioid-related prescribing in veterans	28240996	Pain
5393	Characteristics and factors associated with treatment delay in pleural tuberculosis	30053223	QJM
5394	Patterns of use of topical skin adhesives in the emergency department	20491684	Academic Emergency Medicine
5395	Stiff person syndrome with Anti-GAD65 antibodies within the national veterans affairs health administration	30192027	Muscle and Nerve
5396	Prevalence and co-prevalence of comorbidities among patients with type 2 diabetes mellitus	26986190	Current Medical Research and Opinion
5397	Initial Performance of NI-RADS to Predict Residual or Recurrent Head and Neck Squamous Cell Carcinoma	28364010	AJNR: American Journal of Neuroradiology
5398	Functional outcomes of MPFL reconstruction vs. graft tissue placement	25328457	Iowa Orthopaedic Journal
5399	Assessment of the Generalizability of an eConsult Service through Implementation in a New Health Region	30850451	Journal of the American Board of Family Medicine
5400	Patient-related Risk Factors for Nausea and Vomiting with Standard Antiemetics in Patients with Breast Cancer Receiving Anthracycline-based Chemotherapy: A Retrospective Observational Study	30392814	Clinical Therapeutics
5401	A technology solution for the high-tech diagnostic imaging conundrum	22928757	American Journal of Managed Care
5402	Effectiveness of 8 weeks of ledipasvir/sofosbuvir for hepatitis C in HCV-HIV-coinfected patients	30192231	Antiviral Therapy
5403	End of life care for glioblastoma patients at a large academic cancer center	28528421	Journal of Neuro-Oncology
5404	Antibiotic prescribing for common infections in UK general practice: variability and drivers	31038162	Journal of Antimicrobial Chemotherapy
5405	Cost analysis of prophylactic intraoperative cystoscopic ureteral stents in gynecologic surgery	22182952	Journal of the American Osteopathic Association
5406	Evaluating HIV Surveillance Completeness Along the Continuum of Care: Supplementing Surveillance With Health Center Data to Increase HIV Data to Care Efficiency	31425392	Journal of Acquired Immune Deficiency Syndromes
5407	Japanese surgical resource utilization in 2016	31282259	International Journal of Health Care Quality Assurance
5408	Prevalence of Auditory Processing Disorder in School-Aged Children in the Mid-Atlantic Region	27718346	Journal of the American Academy of Audiology
5409	Can a child and family health service improve early childhood health outcomes in an urban Aboriginal community?	29168241	Journal of Paediatrics and Child Health
5410	Clinical risk factors of PEGylated liposomal doxorubicin induced palmar plantar erythrodysesthesia in recurrent ovarian cancer patients	24096112	Gynecologic Oncology
5411	Access assured: a pilot program to finance primary care for uninsured patients using a monthly enrollment fee	20453186	Journal of the American Board of Family Medicine
5412	Maternal and Placental Factors Associated with Congenital Hearing Loss in Very Preterm Neonates	27596679	Pediatrics and Neonatology
5413	Adherence to common cardiovascular medications in patients with schizophrenia vs. patients without psychiatric illness	26423559	General Hospital Psychiatry
5414	Clinical Sequencing Exploratory Research Consortium: Accelerating Evidence-Based Practice of Genomic Medicine	27181682	American Journal of Human Genetics
5415	Barriers and Facilitators to Implementation of Pharmacotherapy for Opioid Use Disorders in VHA Residential Treatment Programs	30573022	J Stud Alcohol Drugs
5416	Œ≤-lactam Therapeutic Drug Management in the PICU	29112080	Critical Care Medicine
5417	Racial and Ethnic Disparities in Opioid Prescribing for Long Bone Fractures at Discharge From the Emergency Department: A Cross-sectional Analysis of 22 Centers From a Health Care Delivery System in Northern California	31272820	Annals of Emergency Medicine
5418	Risk Factors for Predicting Severe Neutropenia Induced by Pemetrexed Plus Carboplatin Therapy in Patients with Advanced Non-small Cell Lung Cancer	26235582	Biological and Pharmaceutical Bulletin
5419	Osseous dysplasia (cemento-osseous dysplasia) of the jaw bones in western Pennsylvania patients: analysis of 35 cases	24600770	Pennsylvania Dental Journal
5420	Testing and referral patterns in the years surrounding the US Preventive Services Task Force recommendation against prostate-specific antigen screening	27658175	Cancer
5421	Patency in arteriovenous grafts in hemodialysis patients	23853221	Vascular and Endovascular Surgery
5422	Prevalence and correlates of obstructive sleep apnoea among patients with and without HIV infection	25230851	HIV Medicine
5423	Role of Race/Ethnicity, Language, and Insurance in Use of Cervical Cancer Prevention Services Among Low-Income Hispanic Women, 2009-2013	29470167	Preventing Chronic Disease
5424	A Systems Approach to Identify Factors Influencing Adverse Drug Events in Nursing Homes	29691843	Journal of the American Geriatrics Society
5425	Demonstrating the benefits of a multidisciplinary aerodigestive program	30919460	Laryngoscope
5426	Taurolidine-citrate-heparin catheter lock solution reduces staphylococcal bacteraemia rates in haemodialysis patients	24939191	QJM
5427	Improving early outcomes following hybrid procedure for patients with single ventricle and systemic outflow obstruction: defining risk factors‚Ä†	25422289	European Journal of Cardio-Thoracic Surgery
5428	Cranial and spinal injuries in motorcycle accidents: A hospital-based study	30892669	Ulusal Travma ve Acil Cerrahi Dergisi Turkish Journal of Trauma & Emergency Surgery
5429	Disparities in Hypertension Control Across and Within Three Health Systems Participating in a Data-Sharing Collaborative	30413545	Journal of the American Board of Family Medicine
5430	A pharmacist-led medication assessment used to determine a more precise estimation of the prevalence of complementary and alternative medication (CAM) use among ambulatory senior adults with cancer	26277113	Journal of Geriatric Oncology
5431	Evaluating the Incidence, Cause, and Risk Factors for Unplanned 30-Day Readmission and Emergency Department/General Practitioner Visit After Short-Stay Thyroidectomy	26306892	World Journal of Surgery
5432	Advance Directive Utilization Is Associated with Less Aggressive End-of-Life Care in Patients Undergoing Allogeneic Hematopoietic Cell Transplantation	29371107	Biology of Blood and Marrow Transplantation
5433	Previous Dosage of Allopurinol Is a Strong Determinant of Febuxostat Efficacy	28458354	Biological and Pharmaceutical Bulletin
5434	Extensively drug-resistant Acinetobacter baumannii in a Lebanese intensive care unit: risk factors for acquisition and determination of a colonization score	26616413	Journal of Hospital Infection
5435	The protocol-guided rapid evaluation of veterans experiencing new transient neurological symptoms (PREVENT) quality improvement program: rationale and methods	31747879	BMC Neurology
5436	Excessive diagnostic testing in acute kidney injury	26772980	BMC Nephrology
5437	Association of the V122I Hereditary Transthyretin Amyloidosis Genetic Variant With Heart Failure Among Individuals of African or Hispanic/Latino Ancestry	31821430	JAMA
5438	Healthcare-service utilization and direct costs throughout ten years following acute myocardial infarction: Soroka Acute Myocardial Infarction II (SAMI II) project	30649969	Current Medical Research and Opinion
5439	How nurse gender influences patient priority assignments in US emergency departments	28187101	Pain
5440	Loneliness and quality of life in chronically ill rural older adults	23958674	American Journal of Nursing
5441	Utility of musculoskeletal ultrasound in a Department of Defense rheumatology practice: a four-year retrospective experience	23982974	Arthritis Care & Research
5442	Outcomes Analysis of Children Diagnosed With Hemophagocytic Lymphohistiocytosis in the PICU	30520798	Pediatric Critical Care Medicine
5443	Hepatitis C Virus Infection in the Dallas County Jail: Implications for Screening, Prevention, and Linkage to Care	31530093	Public Health Reports
5444	Prognostic factors impacting survival in early stage uterine carcinosarcoma	30414738	Gynecologic Oncology
5445	Discussion of memory during primary care visits of older adults with cognitive impairment and accompanying family	31294474	International Journal of Geriatric Psychiatry
5446	Analysis of Variability in Intraoperative Fluid Administration for Colorectal Surgery: An Argument for Goal-Directed Fluid Therapy	28742442	Journal of Laparoendoscopic and Advanced Surgical Techniques Part A
5447	Effect of Chinese Herbal Medicine on the Survival of Colorectal Cancer Patients With Liver-Limited Metastases: A Retrospective Cohort Study, 2008 to 2017	31658839	Integrative Cancer Therapies
5448	Hypersensitivity reactions to oxaliplatin: clinical features and risk factors in Koreans	22799307	Asian Pacific Journal of Cancer Prevention
5449	Patterns of facial trauma before and after legalization of marijuana in Denver, Colorado: A joint study between two Denver hospitals	29031478	American Journal of Emergency Medicine
5450	Sooner is better: use of a real-time automated bedside dashboard improves sepsis care	30278956	Journal of Surgical Research
5451	The relationship between neurological disease and bullous pemphigoid: a population-based case-control study	21085189	Journal of Investigative Dermatology
5452	To test or not to test? A framework for counselling patients on preimplantation genetic testing for aneuploidy (PGT-A)	30500907	Human Reproduction
5453	Management of hepatitis B reactivation in lymphoma patients on rituximab with past hepatitis B exposure: An observational study	29554828	Journal of Oncology Pharmacy Practice
5454	Treatment patterns and overall survival in metastatic urothelial carcinoma in a real-world, US setting	30953972	Cancer Epidemiology
5455	Prevalence estimates for pemphigoid in the United States: A sex-adjusted and age-adjusted population analysis	30165164	Journal of the American Academy of Dermatology
5456	Psychosocial distress screening implementation in cancer care: an analysis of adherence, responsiveness, and acceptability	25713427	Journal of Clinical Oncology
5457	Development and Validation of a Deep Learning Algorithm for Mortality Prediction in Selecting Patients With Dementia for Earlier Palliative Care Interventions	31298717	JAMA Netw Open
5458	Behavioral Economics Interventions to Improve Outpatient Antibiotic Prescribing for Acute Respiratory Infections: a Cost-Effectiveness Analysis	29740788	Journal of General Internal Medicine
5459	Healthcare Transition for Youth Living With HIV: Outcomes from a Prospective Multi-site Study	29887488	Journal of Adolescent Health
5460	Implications of minimizing trauma during conventional cochlear implantation	21659922	Otology & Neurotology
5461	Solo emergency care by a physician assistant versus an ambulance nurse: a cross-sectional document study	27357500	Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine
5462	Use of hematologic biomarkers during chemotherapy predicts survival in ovarian cancer patients	29693877	European Journal of Gynaecological Oncology
5463	Central venous catheter placement after ultrasound guided peripheral IV placement for difficult vascular access patients	30471933	American Journal of Emergency Medicine
5464	Survey about the use of lung function testing in public hospitals in Catalonia in 2009	23414603	Archivos de Bronconeumologia
5465	Vancomycin vs. Vancomycin/Piperacillin-Tazobactam-Associated Acute Kidney Injury in Noncritically Ill Patients at a Tertiary Care Military Treatment Facility	28885936	Military Medicine
5466	An interdisciplinary initiative to reduce unplanned extubations in pediatric critical care units	22585764	Pediatrics
5467	Mean Platelet Volume, C-Reactive Protein, and Prognosis in Patients with Acute Ischemic Stroke Following Intravenous Thrombolytic Treatment	29869620	Medical Science Monitor
5468	Multimorbidity in bipolar disorder and undertreatment of cardiovascular disease: a cross sectional study	24359325	BMC Medicine
5469	Outcomes of an HIV cohort after a decade of comprehensive care at Newlands Clinic in Harare, Zimbabwe: TENART cohort	29065149	PloS One
5470	Quality of chronic kidney disease management in primary care: a retrospective study	26853071	Scandinavian Journal of Primary Health Care
5471	Being Prepared for the Next Conflict: A Case Analysis of a Military Level I Trauma Center	29087911	Military Medicine
